========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
1676	000010	0	0	0	0	1	0	0.500	4486.830	-15.0	-30.0	0.0	0.00	M1:(-884.8,164.7,0.0)	M1=ON, M2=OFF
1677	001010	0	0	1	0	1	0	1.222	4488.052	-15.0	-30.0	35.0	0.00	M1:(-884.8,164.7,0.0)	ω3=CW, M1=ON, M2=OFF
1678	001110	0	0	1	1	1	0	12.800	4500.852	-15.0	-30.0	90.0	6.40	M1:(-884.8,164.7,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1679	002010	0	0	2	0	1	0	1.222	4502.074	-15.0	-30.0	55.0	6.40	M1:(-884.8,164.7,0.0)	ω3=CCW, M1=ON, M2=OFF
1680	000011	0	0	0	0	1	1	0.500	4502.574	-15.0	-30.0	0.0	6.40	M1:(-884.8,164.7,0.0); M2:(888.2,-145.1,0.0)	M1=ON, M2=ON
1681	000001	0	0	0	0	0	1	0.500	4503.074	-15.0	-30.0	0.0	6.40	M2:(888.2,-145.1,0.0)	M1=OFF, M2=ON
1682	001001	0	0	1	0	0	1	1.222	4504.295	-15.0	-30.0	35.0	6.40	M2:(888.2,-145.1,0.0)	ω3=CW, M1=OFF, M2=ON
1683	002201	0	0	2	2	0	1	12.800	4517.095	-15.0	-30.0	-90.0	0.00	M2:(888.2,-145.1,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1684	002001	0	0	2	0	0	1	1.222	4518.317	-15.0	-30.0	-90.0	0.00	M2:(888.2,-145.1,0.0)	ω3=CCW, M1=OFF, M2=ON
1685	000011	0	0	0	0	1	1	0.500	4518.817	-15.0	-30.0	0.0	0.00	M1:(-894.1,102.6,0.0); M2:(888.2,-145.1,0.0)	M1=ON, M2=ON
1686	000010	0	0	0	0	1	0	0.500	4519.317	-15.0	-30.0	0.0	0.00	M1:(-894.1,102.6,0.0)	M1=ON, M2=OFF
1687	001010	0	0	1	0	1	0	1.222	4520.539	-15.0	-30.0	35.0	0.00	M1:(-894.1,102.6,0.0)	ω3=CW, M1=ON, M2=OFF
1688	001110	0	0	1	1	1	0	1.600	4522.139	-15.0	-30.0	80.8	0.80	M1:(-894.1,102.6,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1689	002010	0	0	2	0	1	0	1.222	4523.361	-15.0	-30.0	45.8	0.80	M1:(-894.1,102.6,0.0)	ω3=CCW, M1=ON, M2=OFF
1690	000011	0	0	0	0	1	1	0.500	4523.861	-15.0	-30.0	0.0	0.80	M1:(-894.1,102.6,0.0); M2:(888.1,-145.8,43.5)	M1=ON, M2=ON
1691	000001	0	0	0	0	0	1	0.500	4524.361	-15.0	-30.0	0.0	0.80	M2:(888.1,-145.8,43.5)	M1=OFF, M2=ON
1692	001001	0	0	1	0	0	1	1.222	4525.582	-15.0	-30.0	35.0	0.80	M2:(888.1,-145.8,43.5)	ω3=CW, M1=OFF, M2=ON
1693	002201	0	0	2	2	0	1	1.600	4527.182	-15.0	-30.0	-10.8	0.00	M2:(888.1,-145.8,43.5)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1694	002001	0	0	2	0	0	1	1.222	4528.404	-15.0	-30.0	-45.8	0.00	M2:(888.1,-145.8,43.5)	ω3=CCW, M1=OFF, M2=ON
1695	000011	0	0	0	0	1	1	0.500	4528.904	-15.0	-30.0	0.0	0.00	M1:(-894.1,103.3,0.6); M2:(888.1,-145.8,43.5)	M1=ON, M2=ON
1696	000010	0	0	0	0	1	0	0.500	4529.404	-15.0	-30.0	0.0	0.00	M1:(-894.1,103.3,0.6)	M1=ON, M2=OFF
1697	001010	0	0	1	0	1	0	1.222	4530.626	-15.0	-30.0	35.0	0.00	M1:(-894.1,103.3,0.6)	ω3=CW, M1=ON, M2=OFF
1698	001110	0	0	1	1	1	0	12.800	4543.426	-15.0	-30.0	90.0	6.40	M1:(-894.1,103.3,0.6)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1699	002010	0	0	2	0	1	0	1.222	4544.648	-15.0	-30.0	55.0	6.40	M1:(-894.1,103.3,0.6)	ω3=CCW, M1=ON, M2=OFF
1700	000011	0	0	0	0	1	1	0.500	4545.148	-15.0	-30.0	0.0	6.40	M1:(-894.1,103.3,0.6); M2:(896.1,-83.5,0.0)	M1=ON, M2=ON
1701	000001	0	0	0	0	0	1	0.500	4545.648	-15.0	-30.0	0.0	6.40	M2:(896.1,-83.5,0.0)	M1=OFF, M2=ON
1702	001001	0	0	1	0	0	1	1.222	4546.869	-15.0	-30.0	35.0	6.40	M2:(896.1,-83.5,0.0)	ω3=CW, M1=OFF, M2=ON
1703	002201	0	0	2	2	0	1	12.800	4559.669	-15.0	-30.0	-90.0	0.00	M2:(896.1,-83.5,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1704	002001	0	0	2	0	0	1	1.222	4560.891	-15.0	-30.0	-90.0	0.00	M2:(896.1,-83.5,0.0)	ω3=CCW, M1=OFF, M2=ON
1705	000011	0	0	0	0	1	1	0.500	4561.391	-15.0	-30.0	0.0	0.00	M1:(-899.1,40.8,0.0); M2:(896.1,-83.5,0.0)	M1=ON, M2=ON
1706	000010	0	0	0	0	1	0	0.500	4561.891	-15.0	-30.0	0.0	0.00	M1:(-899.1,40.8,0.0)	M1=ON, M2=OFF
1707	001010	0	0	1	0	1	0	1.222	4563.113	-15.0	-30.0	35.0	0.00	M1:(-899.1,40.8,0.0)	ω3=CW, M1=ON, M2=OFF
1708	001110	0	0	1	1	1	0	12.800	4575.913	-15.0	-30.0	90.0	6.40	M1:(-899.1,40.8,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1709	002010	0	0	2	0	1	0	1.222	4577.134	-15.0	-30.0	55.0	6.40	M1:(-899.1,40.8,0.0)	ω3=CCW, M1=ON, M2=OFF
1710	000011	0	0	0	0	1	1	0.500	4577.634	-15.0	-30.0	0.0	6.40	M1:(-899.1,40.8,0.0); M2:(899.8,-20.9,0.0)	M1=ON, M2=ON
1711	000001	0	0	0	0	0	1	0.500	4578.134	-15.0	-30.0	0.0	6.40	M2:(899.8,-20.9,0.0)	M1=OFF, M2=ON
1712	001001	0	0	1	0	0	1	1.222	4579.356	-15.0	-30.0	35.0	6.40	M2:(899.8,-20.9,0.0)	ω3=CW, M1=OFF, M2=ON
1713	002201	0	0	2	2	0	1	12.800	4592.156	-15.0	-30.0	-90.0	0.00	M2:(899.8,-20.9,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1714	002001	0	0	2	0	0	1	1.222	4593.378	-15.0	-30.0	-90.0	0.00	M2:(899.8,-20.9,0.0)	ω3=CCW, M1=OFF, M2=ON
1715	000011	0	0	0	0	1	1	0.500	4593.878	-15.0	-30.0	0.0	0.00	M1:(-899.7,-22.0,0.0); M2:(899.8,-20.9,0.0)	M1=ON, M2=ON
1716	000010	0	0	0	0	1	0	0.500	4594.378	-15.0	-30.0	0.0	0.00	M1:(-899.7,-22.0,0.0)	M1=ON, M2=OFF
1717	001010	0	0	1	0	1	0	1.222	4595.600	-15.0	-30.0	35.0	0.00	M1:(-899.7,-22.0,0.0)	ω3=CW, M1=ON, M2=OFF
1718	001110	0	0	1	1	1	0	12.800	4608.400	-15.0	-30.0	90.0	6.40	M1:(-899.7,-22.0,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1719	002010	0	0	2	0	1	0	1.222	4609.621	-15.0	-30.0	55.0	6.40	M1:(-899.7,-22.0,0.0)	ω3=CCW, M1=ON, M2=OFF
1720	000011	0	0	0	0	1	1	0.500	4610.121	-15.0	-30.0	0.0	6.40	M1:(-899.7,-22.0,0.0); M2:(899.0,41.8,0.0)	M1=ON, M2=ON
1721	000001	0	0	0	0	0	1	0.500	4610.621	-15.0	-30.0	0.0	6.40	M2:(899.0,41.8,0.0)	M1=OFF, M2=ON
1722	001001	0	0	1	0	0	1	1.222	4611.843	-15.0	-30.0	35.0	6.40	M2:(899.0,41.8,0.0)	ω3=CW, M1=OFF, M2=ON
1723	002201	0	0	2	2	0	1	12.800	4624.643	-15.0	-30.0	-90.0	0.00	M2:(899.0,41.8,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1724	002001	0	0	2	0	0	1	1.222	4625.865	-15.0	-30.0	-90.0	0.00	M2:(899.0,41.8,0.0)	ω3=CCW, M1=OFF, M2=ON
1725	000011	0	0	0	0	1	1	0.500	4626.365	-15.0	-30.0	0.0	0.00	M1:(-896.0,-84.6,0.0); M2:(899.0,41.8,0.0)	M1=ON, M2=ON
1726	000010	0	0	0	0	1	0	0.500	4626.865	-15.0	-30.0	0.0	0.00	M1:(-896.0,-84.6,0.0)	M1=ON, M2=OFF
1727	001010	0	0	1	0	1	0	1.222	4628.087	-15.0	-30.0	35.0	0.00	M1:(-896.0,-84.6,0.0)	ω3=CW, M1=ON, M2=OFF
1728	001110	0	0	1	1	1	0	1.600	4629.687	-15.0	-30.0	80.8	0.80	M1:(-896.0,-84.6,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1729	002010	0	0	2	0	1	0	1.222	4630.908	-15.0	-30.0	45.8	0.80	M1:(-896.0,-84.6,0.0)	ω3=CCW, M1=ON, M2=OFF
1730	000011	0	0	0	0	1	1	0.500	4631.408	-15.0	-30.0	0.0	0.80	M1:(-896.0,-84.6,0.0); M2:(899.1,41.2,43.5)	M1=ON, M2=ON
1731	000001	0	0	0	0	0	1	0.500	4631.908	-15.0	-30.0	0.0	0.80	M2:(899.1,41.2,43.5)	M1=OFF, M2=ON
1732	001001	0	0	1	0	0	1	1.222	4633.130	-15.0	-30.0	35.0	0.80	M2:(899.1,41.2,43.5)	ω3=CW, M1=OFF, M2=ON
1733	002201	0	0	2	2	0	1	1.600	4634.730	-15.0	-30.0	-10.8	0.00	M2:(899.1,41.2,43.5)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1734	002001	0	0	2	0	0	1	1.222	4635.952	-15.0	-30.0	-45.8	0.00	M2:(899.1,41.2,43.5)	ω3=CCW, M1=OFF, M2=ON
1735	000011	0	0	0	0	1	1	0.500	4636.452	-15.0	-30.0	0.0	0.00	M1:(-896.1,-83.9,0.6); M2:(899.1,41.2,43.5)	M1=ON, M2=ON
1736	000010	0	0	0	0	1	0	0.500	4636.952	-15.0	-30.0	0.0	0.00	M1:(-896.1,-83.9,0.6)	M1=ON, M2=OFF
1737	001010	0	0	1	0	1	0	1.222	4638.173	-15.0	-30.0	35.0	0.00	M1:(-896.1,-83.9,0.6)	ω3=CW, M1=ON, M2=OFF
1738	001110	0	0	1	1	1	0	12.800	4650.973	-15.0	-30.0	90.0	6.40	M1:(-896.1,-83.9,0.6)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1739	002010	0	0	2	0	1	0	1.222	4652.195	-15.0	-30.0	55.0	6.40	M1:(-896.1,-83.9,0.6)	ω3=CCW, M1=ON, M2=OFF
1740	000011	0	0	0	0	1	1	0.500	4652.695	-15.0	-30.0	0.0	6.40	M1:(-896.1,-83.9,0.6); M2:(894.0,103.7,0.0)	M1=ON, M2=ON
1741	000001	0	0	0	0	0	1	0.500	4653.195	-15.0	-30.0	0.0	6.40	M2:(894.0,103.7,0.0)	M1=OFF, M2=ON
1742	001001	0	0	1	0	0	1	1.222	4654.417	-15.0	-30.0	35.0	6.40	M2:(894.0,103.7,0.0)	ω3=CW, M1=OFF, M2=ON
1743	002201	0	0	2	2	0	1	12.800	4667.217	-15.0	-30.0	-90.0	0.00	M2:(894.0,103.7,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1744	002001	0	0	2	0	0	1	1.222	4668.439	-15.0	-30.0	-90.0	0.00	M2:(894.0,103.7,0.0)	ω3=CCW, M1=OFF, M2=ON
1745	000011	0	0	0	0	1	1	0.500	4668.939	-15.0	-30.0	0.0	0.00	M1:(-888.1,-146.2,0.0); M2:(894.0,103.7,0.0)	M1=ON, M2=ON
1746	000010	0	0	0	0	1	0	0.500	4669.439	-15.0	-30.0	0.0	0.00	M1:(-888.1,-146.2,0.0)	M1=ON, M2=OFF
1747	001010	0	0	1	0	1	0	1.222	4670.660	-15.0	-30.0	35.0	0.00	M1:(-888.1,-146.2,0.0)	ω3=CW, M1=ON, M2=OFF
1748	001110	0	0	1	1	1	0	12.800	4683.460	-15.0	-30.0	90.0	6.40	M1:(-888.1,-146.2,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1749	002010	0	0	2	0	1	0	1.222	4684.682	-15.0	-30.0	55.0	6.40	M1:(-888.1,-146.2,0.0)	ω3=CCW, M1=ON, M2=OFF
1750	000011	0	0	0	0	1	1	0.500	4685.182	-15.0	-30.0	0.0	6.40	M1:(-888.1,-146.2,0.0); M2:(884.6,165.7,0.0)	M1=ON, M2=ON
1751	000001	0	0	0	0	0	1	0.500	4685.682	-15.0	-30.0	0.0	6.40	M2:(884.6,165.7,0.0)	M1=OFF, M2=ON
1752	001001	0	0	1	0	0	1	1.222	4686.904	-15.0	-30.0	35.0	6.40	M2:(884.6,165.7,0.0)	ω3=CW, M1=OFF, M2=ON
1753	002201	0	0	2	2	0	1	12.800	4699.704	-15.0	-30.0	-90.0	0.00	M2:(884.6,165.7,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1754	002001	0	0	2	0	0	1	1.222	4700.926	-15.0	-30.0	-90.0	0.00	M2:(884.6,165.7,0.0)	ω3=CCW, M1=OFF, M2=ON
1755	000011	0	0	0	0	1	1	0.500	4701.426	-15.0	-30.0	0.0	0.00	M1:(-875.7,-207.7,0.0); M2:(884.6,165.7,0.0)	M1=ON, M2=ON
1756	000010	0	0	0	0	1	0	0.500	4701.926	-15.0	-30.0	0.0	0.00	M1:(-875.7,-207.7,0.0)	M1=ON, M2=OFF
1757	001010	0	0	1	0	1	0	1.222	4703.147	-15.0	-30.0	35.0	0.00	M1:(-875.7,-207.7,0.0)	ω3=CW, M1=ON, M2=OFF
1758	001110	0	0	1	1	1	0	12.800	4715.947	-15.0	-30.0	90.0	6.40	M1:(-875.7,-207.7,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1759	002010	0	0	2	0	1	0	1.222	4717.169	-15.0	-30.0	55.0	6.40	M1:(-875.7,-207.7,0.0)	ω3=CCW, M1=ON, M2=OFF
1760	000011	0	0	0	0	1	1	0.500	4717.669	-15.0	-30.0	0.0	6.40	M1:(-875.7,-207.7,0.0); M2:(870.9,226.9,0.0)	M1=ON, M2=ON
1761	000001	0	0	0	0	0	1	0.500	4718.169	-15.0	-30.0	0.0	6.40	M2:(870.9,226.9,0.0)	M1=OFF, M2=ON
1762	001001	0	0	1	0	0	1	1.222	4719.391	-15.0	-30.0	35.0	6.40	M2:(870.9,226.9,0.0)	ω3=CW, M1=OFF, M2=ON
1763	002201	0	0	2	2	0	1	12.800	4732.191	-15.0	-30.0	-90.0	0.00	M2:(870.9,226.9,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1764	002001	0	0	2	0	0	1	1.222	4733.413	-15.0	-30.0	-90.0	0.00	M2:(870.9,226.9,0.0)	ω3=CCW, M1=OFF, M2=ON
1765	000011	0	0	0	0	1	1	0.500	4733.913	-15.0	-30.0	0.0	0.00	M1:(-859.1,-268.1,0.0); M2:(870.9,226.9,0.0)	M1=ON, M2=ON
1766	000010	0	0	0	0	1	0	0.500	4734.413	-15.0	-30.0	0.0	0.00	M1:(-859.1,-268.1,0.0)	M1=ON, M2=OFF
1767	001010	0	0	1	0	1	0	1.222	4735.634	-15.0	-30.0	35.0	0.00	M1:(-859.1,-268.1,0.0)	ω3=CW, M1=ON, M2=OFF
1768	001110	0	0	1	1	1	0	1.600	4737.234	-15.0	-30.0	80.8	0.80	M1:(-859.1,-268.1,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1769	002010	0	0	2	0	1	0	1.222	4738.456	-15.0	-30.0	45.8	0.80	M1:(-859.1,-268.1,0.0)	ω3=CCW, M1=ON, M2=OFF
1770	000011	0	0	0	0	1	1	0.500	4738.956	-15.0	-30.0	0.0	0.80	M1:(-859.1,-268.1,0.0); M2:(871.1,226.3,43.5)	M1=ON, M2=ON
1771	000001	0	0	0	0	0	1	0.500	4739.456	-15.0	-30.0	0.0	0.80	M2:(871.1,226.3,43.5)	M1=OFF, M2=ON
1772	001001	0	0	1	0	0	1	1.222	4740.678	-15.0	-30.0	35.0	0.80	M2:(871.1,226.3,43.5)	ω3=CW, M1=OFF, M2=ON
1773	002201	0	0	2	2	0	1	1.600	4742.278	-15.0	-30.0	-10.8	0.00	M2:(871.1,226.3,43.5)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1774	002001	0	0	2	0	0	1	1.222	4743.499	-15.0	-30.0	-45.8	0.00	M2:(871.1,226.3,43.5)	ω3=CCW, M1=OFF, M2=ON
1775	000011	0	0	0	0	1	1	0.500	4743.999	-15.0	-30.0	0.0	0.00	M1:(-859.3,-267.5,0.6); M2:(871.1,226.3,43.5)	M1=ON, M2=ON
1776	000010	0	0	0	0	1	0	0.500	4744.499	-15.0	-30.0	0.0	0.00	M1:(-859.3,-267.5,0.6)	M1=ON, M2=OFF
1777	001010	0	0	1	0	1	0	1.222	4745.721	-15.0	-30.0	35.0	0.00	M1:(-859.3,-267.5,0.6)	ω3=CW, M1=ON, M2=OFF
1778	001110	0	0	1	1	1	0	12.800	4758.521	-15.0	-30.0	90.0	6.40	M1:(-859.3,-267.5,0.6)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1779	002010	0	0	2	0	1	0	1.222	4759.743	-15.0	-30.0	55.0	6.40	M1:(-859.3,-267.5,0.6)	ω3=CCW, M1=ON, M2=OFF
1780	000011	0	0	0	0	1	1	0.500	4760.243	-15.0	-30.0	0.0	6.40	M1:(-859.3,-267.5,0.6); M2:(853.2,286.4,0.0)	M1=ON, M2=ON
1781	000001	0	0	0	0	0	1	0.500	4760.743	-15.0	-30.0	0.0	6.40	M2:(853.2,286.4,0.0)	M1=OFF, M2=ON
1782	001001	0	0	1	0	0	1	1.222	4761.965	-15.0	-30.0	35.0	6.40	M2:(853.2,286.4,0.0)	ω3=CW, M1=OFF, M2=ON
1783	002201	0	0	2	2	0	1	12.800	4774.765	-15.0	-30.0	-90.0	0.00	M2:(853.2,286.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1784	002001	0	0	2	0	0	1	1.222	4775.986	-15.0	-30.0	-90.0	0.00	M2:(853.2,286.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1785	000011	0	0	0	0	1	1	0.500	4776.486	-15.0	-30.0	0.0	0.00	M1:(-838.6,-326.7,0.0); M2:(853.2,286.4,0.0)	M1=ON, M2=ON
1786	000010	0	0	0	0	1	0	0.500	4776.986	-15.0	-30.0	0.0	0.00	M1:(-838.6,-326.7,0.0)	M1=ON, M2=OFF
1787	001010	0	0	1	0	1	0	1.222	4778.208	-15.0	-30.0	35.0	0.00	M1:(-838.6,-326.7,0.0)	ω3=CW, M1=ON, M2=OFF
1788	001110	0	0	1	1	1	0	12.800	4791.008	-15.0	-30.0	90.0	6.40	M1:(-838.6,-326.7,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1789	002010	0	0	2	0	1	0	1.222	4792.230	-15.0	-30.0	55.0	6.40	M1:(-838.6,-326.7,0.0)	ω3=CCW, M1=ON, M2=OFF
1790	000011	0	0	0	0	1	1	0.500	4792.730	-15.0	-30.0	0.0	6.40	M1:(-838.6,-326.7,0.0); M2:(831.2,345.1,0.0)	M1=ON, M2=ON
1791	000001	0	0	0	0	0	1	0.500	4793.230	-15.0	-30.0	0.0	6.40	M2:(831.2,345.1,0.0)	M1=OFF, M2=ON
1792	001001	0	0	1	0	0	1	1.222	4794.452	-15.0	-30.0	35.0	6.40	M2:(831.2,345.1,0.0)	ω3=CW, M1=OFF, M2=ON
1793	002201	0	0	2	2	0	1	12.800	4807.252	-15.0	-30.0	-90.0	0.00	M2:(831.2,345.1,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1794	002001	0	0	2	0	0	1	1.222	4808.473	-15.0	-30.0	-90.0	0.00	M2:(831.2,345.1,0.0)	ω3=CCW, M1=OFF, M2=ON
1795	000011	0	0	0	0	1	1	0.500	4808.973	-15.0	-30.0	0.0	0.00	M1:(-813.8,-384.4,0.0); M2:(831.2,345.1,0.0)	M1=ON, M2=ON
1796	000010	0	0	0	0	1	0	0.500	4809.473	-15.0	-30.0	0.0	0.00	M1:(-813.8,-384.4,0.0)	M1=ON, M2=OFF
1797	001010	0	0	1	0	1	0	1.222	4810.695	-15.0	-30.0	35.0	0.00	M1:(-813.8,-384.4,0.0)	ω3=CW, M1=ON, M2=OFF
1798	001110	0	0	1	1	1	0	12.800	4823.495	-15.0	-30.0	90.0	6.40	M1:(-813.8,-384.4,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1799	002010	0	0	2	0	1	0	1.222	4824.717	-15.0	-30.0	55.0	6.40	M1:(-813.8,-384.4,0.0)	ω3=CCW, M1=ON, M2=OFF
1800	000011	0	0	0	0	1	1	0.500	4825.217	-15.0	-30.0	0.0	6.40	M1:(-813.8,-384.4,0.0); M2:(805.1,402.2,0.0)	M1=ON, M2=ON
1801	000001	0	0	0	0	0	1	0.500	4825.717	-15.0	-30.0	0.0	6.40	M2:(805.1,402.2,0.0)	M1=OFF, M2=ON
1802	001001	0	0	1	0	0	1	1.222	4826.938	-15.0	-30.0	35.0	6.40	M2:(805.1,402.2,0.0)	ω3=CW, M1=OFF, M2=ON
1803	002201	0	0	2	2	0	1	12.800	4839.738	-15.0	-30.0	-90.0	0.00	M2:(805.1,402.2,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1804	002001	0	0	2	0	0	1	1.222	4840.960	-15.0	-30.0	-90.0	0.00	M2:(805.1,402.2,0.0)	ω3=CCW, M1=OFF, M2=ON
1805	000011	0	0	0	0	1	1	0.500	4841.460	-15.0	-30.0	0.0	0.00	M1:(-785.1,-440.1,0.0); M2:(805.1,402.2,0.0)	M1=ON, M2=ON
1806	000010	0	0	0	0	1	0	0.500	4841.960	-15.0	-30.0	0.0	0.00	M1:(-785.1,-440.1,0.0)	M1=ON, M2=OFF
1807	001010	0	0	1	0	1	0	1.222	4843.182	-15.0	-30.0	35.0	0.00	M1:(-785.1,-440.1,0.0)	ω3=CW, M1=ON, M2=OFF
1808	001110	0	0	1	1	1	0	1.600	4844.782	-15.0	-30.0	80.8	0.80	M1:(-785.1,-440.1,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1809	002010	0	0	2	0	1	0	1.222	4846.004	-15.0	-30.0	45.8	0.80	M1:(-785.1,-440.1,0.0)	ω3=CCW, M1=ON, M2=OFF
1810	000011	0	0	0	0	1	1	0.500	4846.504	-15.0	-30.0	0.0	0.80	M1:(-785.1,-440.1,0.0); M2:(805.4,401.6,43.5)	M1=ON, M2=ON
1811	000001	0	0	0	0	0	1	0.500	4847.004	-15.0	-30.0	0.0	0.80	M2:(805.4,401.6,43.5)	M1=OFF, M2=ON
1812	001001	0	0	1	0	0	1	1.222	4848.225	-15.0	-30.0	35.0	0.80	M2:(805.4,401.6,43.5)	ω3=CW, M1=OFF, M2=ON
1813	002201	0	0	2	2	0	1	1.600	4849.825	-15.0	-30.0	-10.8	0.00	M2:(805.4,401.6,43.5)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1814	002001	0	0	2	0	0	1	1.222	4851.047	-15.0	-30.0	-45.8	0.00	M2:(805.4,401.6,43.5)	ω3=CCW, M1=OFF, M2=ON
1815	000011	0	0	0	0	1	1	0.500	4851.547	-15.0	-30.0	0.0	0.00	M1:(-785.4,-439.6,0.6); M2:(805.4,401.6,43.5)	M1=ON, M2=ON
1816	000010	0	0	0	0	1	0	0.500	4852.047	-15.0	-30.0	0.0	0.00	M1:(-785.4,-439.6,0.6)	M1=ON, M2=OFF
1817	001010	0	0	1	0	1	0	1.222	4853.269	-15.0	-30.0	35.0	0.00	M1:(-785.4,-439.6,0.6)	ω3=CW, M1=ON, M2=OFF
1818	001110	0	0	1	1	1	0	12.800	4866.069	-15.0	-30.0	90.0	6.40	M1:(-785.4,-439.6,0.6)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1819	002010	0	0	2	0	1	0	1.222	4867.291	-15.0	-30.0	55.0	6.40	M1:(-785.4,-439.6,0.6)	ω3=CCW, M1=ON, M2=OFF
1820	000011	0	0	0	0	1	1	0.500	4867.791	-15.0	-30.0	0.0	6.40	M1:(-785.4,-439.6,0.6); M2:(775.5,456.8,0.0)	M1=ON, M2=ON
1821	000001	0	0	0	0	0	1	0.500	4868.291	-15.0	-30.0	0.0	6.40	M2:(775.5,456.8,0.0)	M1=OFF, M2=ON
1822	001001	0	0	1	0	0	1	1.222	4869.512	-15.0	-30.0	35.0	6.40	M2:(775.5,456.8,0.0)	ω3=CW, M1=OFF, M2=ON
1823	002201	0	0	2	2	0	1	12.800	4882.312	-15.0	-30.0	-90.0	0.00	M2:(775.5,456.8,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1824	002001	0	0	2	0	0	1	1.222	4883.534	-15.0	-30.0	-90.0	0.00	M2:(775.5,456.8,0.0)	ω3=CCW, M1=OFF, M2=ON
1825	000011	0	0	0	0	1	1	0.500	4884.034	-15.0	-30.0	0.0	0.00	M1:(-752.8,-493.2,0.0); M2:(775.5,456.8,0.0)	M1=ON, M2=ON
1826	000010	0	0	0	0	1	0	0.500	4884.534	-15.0	-30.0	0.0	0.00	M1:(-752.8,-493.2,0.0)	M1=ON, M2=OFF
1827	001010	0	0	1	0	1	0	1.222	4885.756	-15.0	-30.0	35.0	0.00	M1:(-752.8,-493.2,0.0)	ω3=CW, M1=ON, M2=OFF
1828	001110	0	0	1	1	1	0	12.800	4898.556	-15.0	-30.0	90.0	6.40	M1:(-752.8,-493.2,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1829	002010	0	0	2	0	1	0	1.222	4899.778	-15.0	-30.0	55.0	6.40	M1:(-752.8,-493.2,0.0)	ω3=CCW, M1=ON, M2=OFF
1830	000011	0	0	0	0	1	1	0.500	4900.278	-15.0	-30.0	0.0	6.40	M1:(-752.8,-493.2,0.0); M2:(741.8,509.7,0.0)	M1=ON, M2=ON
1831	000001	0	0	0	0	0	1	0.500	4900.778	-15.0	-30.0	0.0	6.40	M2:(741.8,509.7,0.0)	M1=OFF, M2=ON
1832	001001	0	0	1	0	0	1	1.222	4901.999	-15.0	-30.0	35.0	6.40	M2:(741.8,509.7,0.0)	ω3=CW, M1=OFF, M2=ON
1833	002201	0	0	2	2	0	1	12.800	4914.799	-15.0	-30.0	-90.0	0.00	M2:(741.8,509.7,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
